text,label
I am suffering from nasal congestion. I have sinusitis and I often experience head pressure. I am allergic to pollen.,allergy
"For the past few weeks, I have had blurred vision. I have diabetes and I often experience blurred vision. I have arthritis and I often experience knee pain. I have sinusitis and I often experience head pressure.",symptom
"For the past few weeks, I have had nasal congestion. I have sinusitis and I often experience head pressure. I have asthma and I often experience shortness of breath.",condition
I am suffering from fatigue. I have thyroid disorder and I often experience weight changes.,condition
"Recently, I noticed knee pain. I have arthritis and I often experience joint stiffness. I have heart disease and I often experience shortness of breath. I am allergic to peanuts.",allergy
"Recently, I noticed severe headache. I have migraine and I often experience severe headache. I have diabetes and I often experience frequent urination. I am currently taking inhaler.",medication
I am suffering from facial pain. I have sinusitis and I often experience nasal congestion. I have asthma and I often experience wheezing. I am allergic to gluten. I am currently taking ibuprofen.,allergy
"For the past few weeks, I have had dizziness. I have hypertension and I often experience dizziness. I have sinusitis and I often experience nasal congestion. I have heart disease and I often experience shortness of breath. I am allergic to peanuts.",allergy
I am suffering from dizziness. I have hypertension and I often experience headache. I have heart disease and I often experience fatigue. I am allergic to peanuts. I am currently taking antihistamines.,allergy
"Recently, I noticed blurred vision. I have diabetes and I often experience blurred vision. I am allergic to pollen.",allergy
I have been experiencing wheezing. I have asthma and I often experience shortness of breath.,condition
"Recently, I noticed chest discomfort. I have hypertension and I often experience dizziness. I have thyroid disorder and I often experience weight changes. I am allergic to eggs.",allergy
"Recently, I noticed head pressure. I have sinusitis and I often experience facial pain. I have heart disease and I often experience fatigue. I am currently taking paracetamol.",medication
I have been experiencing chest discomfort. I have hypertension and I often experience dizziness. I have sinusitis and I often experience nasal congestion.,condition
I am suffering from dizziness. I have hypertension and I often experience headache. I am allergic to pollen. I am currently taking antihistamines.,allergy
I am suffering from facial pain. I have sinusitis and I often experience head pressure. I am allergic to dust.,allergy
"Recently, I noticed headache. I have hypertension and I often experience chest discomfort. I have migraine and I often experience sensitivity to light. I am currently taking antihistamines.",medication
